21540 pi        20   0   22776   7212   6288 R 22.9  1.9   0:00.71 main
21540 pi        20   0   22776   7216   6288 S  2.3  1.9   0:00.78 main
21540 pi        20   0   22728   7216   6288 S  9.2  1.9   0:01.06 main
21540 pi        20   0   22728   7216   6288 S  0.0  1.9   0:01.06 main
21540 pi        20   0   22728   7216   6288 S  9.1  1.9   0:01.34 main
21540 pi        20   0   22728   7216   6288 S  0.0  1.9   0:01.34 main
21540 pi        20   0   22728   7224   6288 S  8.8  1.9   0:01.61 main
21540 pi        20   0   22728   7224   6288 S  0.0  1.9   0:01.61 main
21540 pi        20   0   22728   7224   6288 S  9.0  1.9   0:01.89 main
21540 pi        20   0   22728   7224   6288 R  6.9  1.9   0:02.10 main
21540 pi        20   0   22728   7224   6288 S  1.9  1.9   0:02.16 main
21540 pi        20   0   22728   7224   6288 S  9.1  1.9   0:02.44 main
21540 pi        20   0   22728   7224   6288 S  0.0  1.9   0:02.44 main
21540 pi        20   0   22728   7224   6288 S  9.5  1.9   0:02.73 main
21540 pi        20   0   22728   7224   6288 S  0.0  1.9   0:02.73 main
21540 pi        20   0   22728   7224   6288 S  9.2  1.9   0:03.01 main
21540 pi        20   0   22728   7224   6288 S  0.0  1.9   0:03.01 main
21540 pi        20   0   22728   7228   6288 S  9.2  1.9   0:03.29 main
21540 pi        20   0   22728   7228   6288 R  7.2  1.9   0:03.51 main
21540 pi        20   0   22728   7228   6288 S  1.9  1.9   0:03.57 main
21540 pi        20   0   22728   7228   6288 S  9.5  1.9   0:03.86 main
21540 pi        20   0   22728   7228   6288 S  0.0  1.9   0:03.86 main
21540 pi        20   0   22728   7232   6288 S  9.2  1.9   0:04.14 main
21540 pi        20   0   22728   7232   6288 S  0.0  1.9   0:04.14 main
21540 pi        20   0   22728   7232   6288 S  9.2  1.9   0:04.42 main
21540 pi        20   0   22728   7232   6288 S  0.0  1.9   0:04.42 main
21540 pi        20   0   22728   7232   6288 S  9.2  1.9   0:04.70 main
